timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-01-23T23:45:19,FineTune_Qwen1.5-0.5B,28dea8b0-d5a6-4dcb-af28-e7bf1983acfc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.35974780000015,8.022574013464976e-05,1.496819311808804e-05,42.5,13.06055203210132,20.0,6.324876562499892e-05,1.943807110599965e-05,2.976218166666816e-05,0.0001124490183976,India,IND,odisha,,,Windows-10-10.0.26100-SP0,3.10.19,3.0.7,24,12th Gen Intel(R) Core(TM) i9-12900,1,1 x NVIDIA RTX A2000 12GB,85.8334,20.2706,31.682418823242188,machine,N,1.0
2026-01-23T23:49:08,FineTune_Qwen1.5-0.5B,7008a2ac-0fc5-42a2-9f0e-52759ef01c19,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,146.58453519999966,2.0569474768650543e-05,1.4032499909069937e-07,42.5,66.21074293190267,20.0,0.0017302534668055,0.0026797213104419,0.0008142111622222,0.0052241859394697,Canada,CAN,quebec,,,Windows-10-10.0.26100-SP0,3.10.19,3.0.7,24,12th Gen Intel(R) Core(TM) i9-12900,1,1 x NVIDIA RTX A2000 12GB,-71.2,46.8,31.682418823242188,machine,N,1.0
2026-01-23T23:54:48,FineTune_Qwen1.5-1.8B,eaaeb273-fc80-4ab3-851f-a0d5803102a4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,333.57788809999965,4.738009044457912e-05,1.4203606454386917e-07,42.5,59.14542364376644,20.0,0.0039374618188888,0.006243166383418,0.0018528536972222,0.0120334818995291,Canada,CAN,quebec,,,Windows-10-10.0.26100-SP0,3.10.19,3.0.7,24,12th Gen Intel(R) Core(TM) i9-12900,1,1 x NVIDIA RTX A2000 12GB,-71.2,46.8,31.682418823242188,machine,N,1.0
2026-01-24T00:07:11,FineTune_Qwen1.5-4B,9617362d-dd3e-4450-b6c8-f50eb4f00748,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,737.1477722999989,0.019003646925746,2.577996928139946e-05,42.5,42.54289567986325,20.0,0.008701177364861,0.0138409152393899,0.0040945135422221,0.0266366061464732,India,IND,,,,Windows-10-10.0.26100-SP0,3.10.19,3.0.7,24,12th Gen Intel(R) Core(TM) i9-12900,1,1 x NVIDIA RTX A2000 12GB,79.0011,21.9974,31.682418823242188,machine,N,1.0
2026-01-24T01:00:56,FineTune_Qwen1.5-0.5B,be78e79c-850e-49e7-b7b9-75130c85fc21,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,149.8435690999995,0.0038033121196195,2.5381884204061724e-05,42.5,66.46071144520036,20.0,0.0017686885330555,0.00272996746175,0.0008322853438888,0.0053309413386944,India,IND,,,,Windows-10-10.0.26100-SP0,3.10.19,3.0.7,24,12th Gen Intel(R) Core(TM) i9-12900,1,1 x NVIDIA RTX A2000 12GB,79.0011,21.9974,31.682418823242188,machine,N,1.0
2026-01-24T01:06:37,FineTune_Qwen1.5-1.8B,263e022b-d84f-428d-bafc-eb0f58608219,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,334.0300501000001,4.749989124671325e-05,1.4220244924818288e-07,42.5,59.46706156431028,20.0,0.0039427697560416,0.0062657966793,0.001855342185,0.0120639086203416,Canada,CAN,quebec,,,Windows-10-10.0.26100-SP0,3.10.19,3.0.7,24,12th Gen Intel(R) Core(TM) i9-12900,1,1 x NVIDIA RTX A2000 12GB,-71.2,46.8,31.682418823242188,machine,N,1.0
2026-01-24T01:19:00,FineTune_Qwen1.5-4B,55dfc547-8943-4901-bda9-c46d9f635112,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,736.2226049000001,0.019008303468249582,2.5818690354979592e-05,42.5,41.51710638719995,20.0,0.008690220658263909,0.013863567201956,0.004089345164444472,0.026643133024664385,India,IND,,,,Windows-10-10.0.26100-SP0,3.10.19,3.0.7,24,12th Gen Intel(R) Core(TM) i9-12900,1,1 x NVIDIA RTX A2000 12GB,79.0011,21.9974,31.682418823242188,machine,N,1.0
